id,name,weight,status,sport,fantasy_positions,college,player_id,practice_description,rotowire_id,active,position,number,last_name,height,injury_status,injury_body_part,injury_notes,practice_participation,high_school,team,sportradar_id,yahoo_id,years_exp,fantasy_data_id,hashtag,search_last_name,first_name,birth_city,espn_id,birth_date,search_first_name,news_updated,gsis_id,birth_country,birth_state,search_full_name,depth_chart_position,rotoworld_id,depth_chart_order,injury_start_date,stats_id
4059,Marshon Lattimore,192,Active,nfl,['DB'],Ohio State,4059,,12023,True,CB,2,Lattimore,72,,,,,Glenville (OH),WAS,66386076-7d61-47b7-88e2-34a883de250f,30124,8,18905,#marshonlattimore-NFL-WAS-2,lattimore,Marshon,,3121421,1996-05-19,marshon,1749688849090,00-0033874,,,marshonlattimore,RCB,12229,1,,
4060,Jason Licht,,Inactive,nfl,,,4060,,,False,,0,Licht,,,,,,,,,,0,18906,#jasonlicht-NFL-FA-0,licht,Jason,,,,jason,,,,,jasonlicht,,9345,,,
4061,Davis Webb,225,Active,nfl,['QB'],California,4061,,11843,True,QB,12,Webb,77,,,,,Prosper (TX),,b45cd0e5-42b3-4847-aeec-a3afd07a0160,30200,6,18907,#daviswebb-NFL-FA-12,webb,Davis,,3052600,1995-01-22,davis,1677374131704,00-0033550,,,daviswebb,,12208,,,733638
4062,Sam Irwin-Hill,218,Active,nfl,['P'],Arkansas,4062,,12197,True,P,2,Irwin-Hill,75,,,,,,,a87c5fa3-3e73-4c15-bce7-9c2c7152f58e,30113,5,18908,#samirwinhill-NFL-FA-2,irwinhill,Sam,,3046441,1990-10-10,sam,1587935755384, 00-0033218,,,samirwinhill,,,,,
4063,Haason Reddick,240,Active,nfl,"['DL', 'LB']",Temple,4063,,11937,True,LB,5,Reddick,73,,,,,Haddon Heights (NJ),TB,ee399a97-6868-4db1-9381-09073914c2d6,30126,8,18909,#haasonreddick-NFL-TB-5,reddick,Haason,,2980504,1994-09-22,haason,1748373010899,00-0033875,,,haasonreddick,LOLB,12228,1,,
4064,Cam Robinson,335,Active,nfl,"['OL', 'OT']",Alabama,4064,,11815,True,OL,74,Robinson,78,,,,,West Monroe (LA),HOU,a7f7153a-c574-4f57-a8cb-760aba8eb629,30147,8,18910,#camrobinson-NFL-HOU-74,robinson,Cam,,3115313,1995-10-09,cam,1742417124238,00-0033889,,,camrobinson,OL,12223,,,
4065,Derek Barnett,259,Active,nfl,['DL'],Tennessee,4065,,11901,True,DE,95,Barnett,75,,,,,Brentwood Academy (TN),HOU,2d74a108-2b17-4db3-8ef1-0c2e845b414e,30127,8,18911,#derekbarnett-NFL-HOU-95,barnett,Derek,,3115336,1996-06-25,derek,1741629606731,00-0033876,,,derekbarnett,DL,12199,,,
4066,Evan Engram,240,Active,nfl,['TE'],Ole Miss,4066,,11805,True,TE,1,Engram,75,,,,,Hillgrove (GA),DEN,e21365af-8d66-416e-b0a5-8816d18fcfd9,30136,8,18912,#evanengram-NFL-DEN-1,engram,Evan,,3051876,1994-09-02,evan,1749228643320,00-0033881,,,evanengram,TE,12205,1,,749185
4067,Jarrad Davis,238,Active,nfl,['LB'],Florida,4067,,11966,True,LB,57,Davis,73,Questionable,Knee,,,Camden County (GA),,808fe9a2-51dc-4d22-8f09-da1857b5a699,30134,7,18913,#jarraddavis-NFL-FA-57,davis,Jarrad,,3054951,1994-11-16,jarrad,1689720056812,00-0033539,,,jarraddavis,,12239,,,
4068,Mike Williams,218,Active,nfl,['WR'],Clemson,4068,,11885,True,WR,81,Williams,76,Questionable,Undisclosed,,,Santee Lake Marion (SC),LAC,12f27311-7cd6-4ca5-ba7d-571e9de5e1eb,30120,8,18914,#mikewilliams-NFL-LAC-81,williams,Mike,,3045138,1994-10-04,mike,1749778254331,00-0033536,,,mikewilliams,LWR,12183,4,,733754
4069,Takk McKinley,250,Active,nfl,['DL'],UCLA,4069,,11928,True,DE,93,McKinley,74,,,,,Kennedy (CA),,dcc7a0e1-05e3-407f-84e1-fdedf8eecbbf,30139,7,18915,#takkmckinley-NFL-FA-93,mckinley,Takk,,3152371,1995-11-02,takk,1729975811196,00-0033540,,,takkmckinley,,12232,,,
4070,T.J. Watt,252,Active,nfl,"['DL', 'LB']",Wisconsin,4070,,11984,True,LB,90,Watt,76,,,,,Pewaukee (WI),PIT,f340201b-a1b1-43ba-a47a-484a44334553,30143,8,18916,#tjwatt-NFL-PIT-90,watt,T.J.,,3045282,1994-10-11,tj,1749791756598,00-0033886,,,tjwatt,LOLB,12242,1,,
4071,Marlon Humphrey,203,Active,nfl,['DB'],Alabama,4071,,12017,True,CB,44,Humphrey,72,,,,,Hoover (AL),BAL,bf9749c6-6609-456e-a3eb-b8cab21dd76a,30129,8,18917,#marlonhumphrey-NFL-BAL-44,humphrey,Marlon,,3126356,1996-07-08,marlon,1741930232728,00-0033281,,,marlonhumphrey,NB,12287,1,,
4072,Tre'Davious White,192,Active,nfl,['DB'],LSU,4072,,12127,True,CB,27,White,71,,,,,Green Oaks (LA),BUF,13de701c-c77c-4eb5-b54c-8881ca5e0871,30140,8,18918,#tredaviouswhite-NFL-BUF-27,white,Tre'Davious,,3042717,1995-01-16,tredavious,1744993536713,00-0033884,,,tredaviouswhite,RCB,12250,4,,
4073,Taco Charlton,270,Inactive,nfl,['DL'],Michigan,4073,,11908,True,DE,77,Charlton,77,Questionable,Undisclosed,,,Central (OH),,aaff3798-2b50-47a1-b629-5771454a45d7,30141,6,18919,#tacocharlton-NFL-FA-77,charlton,Taco,,3045210,1994-11-07,taco,1693161623039,00-0033541,,,tacocharlton,,12251,,,
4074,Malik Hooker,212,Active,nfl,['DB'],Ohio State,4074,,11695,True,DB,28,Hooker,74,,,,,New Castle (PA),DAL,3cb26a5c-9c90-46ad-b539-e29ad6934e30,30128,8,18920,#malikhooker-NFL-DAL-28,hooker,Malik,,3121415,1996-04-02,malik,1736305213643,00-0033877,,,malikhooker,FS,12156,1,,
4075,Charles Harris,250,Active,nfl,"['DL', 'LB']",Missouri,4075,,11918,True,LB,95,Harris,75,,,,,Lincoln Prep (MO),,f7d0d3ea-6de1-4adc-b431-166c6dde9cc9,30135,8,18921,#charlesharris-NFL-FA-95,harris,Charles,,3051852,1995-03-06,charles,1732664452247,00-0033880,,,charlesharris,,,,,
4076,Ryan Ramczyk,314,Active,nfl,"['OL', 'OT']",Wisconsin,4076,,12198,True,T,71,Ramczyk,78,NA,Undisclosed,,,Stevens Point (WI),,d77eae11-9ecb-4713-878a-29900d67267b,30145,8,18922,#ryanramczyk-NFL-FA-71,ramczyk,Ryan,,3917676,1994-04-22,ryan,1744946752308,00-0033888,,,ryanramczyk,,12248,,,
4077,Jamal Adams,213,Active,nfl,['DB'],LSU,4077,,11985,True,SS,25,Adams,73,,,,,Carrollton Hebron (TX),,1a92b0ad-3eb2-4df3-bf02-04c4d9ffe10c,30119,7,18923,#jamaladams-NFL-FA-25,adams,Jamal,,3115373,1995-10-17,jamal,1747584934606,00-0033872,,,jamaladams,,12210,,,822003
4078,Adoree' Jackson,185,Active,nfl,['DB'],USC,4078,,12018,True,DB,8,Jackson,71,,,,,Junipero Serra (CA),PHI,6db40c6e-7d09-486e-b80d-1d8008547250,30131,8,18924,#adoreejackson-NFL-PHI-8,jackson,Adoree',,3120347,1995-09-18,adoree,1741915531349,00-0033878,,,adoreejackson,LCB,12155,2,,
4079,Kevin King,200,Active,nfl,['DB'],Washington,4079,,12020,True,CB,32,King,75,,,,,Bishop O'Dowd (CA),ATL,ae0498b4-0ccb-4b11-9449-f26c621d7c79,30146,8,18925,#kevinking-NFL-ATL-32,king,Kevin,,3052170,1995-05-05,kevin,1744517453891,00-0033524,,,kevinking,RCB,12235,2,,
4080,Zay Jones,200,Active,nfl,['WR'],East Carolina,4080,,11751,True,WR,17,Jones,74,,,,,Stephen F. Austin (TX),ARI,a28f7368-0306-4d20-855f-285a1a09c09c,30150,8,18926,#zayjones-NFL-ARI-17,jones,Zay,,3059722,1995-03-30,zay,1741716601707,00-0033891,,,zayjones,SWR,12246,4,,746491
4081,Budda Baker,195,Active,nfl,['DB'],Washington,4081,,11986,True,DB,3,Baker,70,,,,,Bellevue (WA),ARI,5ce20f3e-0f02-4f53-a2ef-5b076361f2b1,30149,8,18927,#buddabaker-NFL-ARI-3,baker,Budda,,3127287,1996-01-10,budda,1737084620004,00-0033890,,,buddabaker,FS,12278,1,,
4082,Curtis Samuel,195,Active,nfl,['WR'],Ohio State,4082,,11710,True,WR,1,Samuel,71,,,,,Erasmus Hall (NY),BUF,66a21b6d-97e5-4732-8bb0-062145d6bbc6,30153,8,18928,#curtissamuel-NFL-BUF-1,samuel,Curtis,,3121427,1996-08-11,curtis,1748619330467,00-0033282,,,curtissamuel,RWR,12219,4,,821389
4083,Sidney Jones,181,Active,nfl,['DB'],Washington,4083,,11905,True,CB,24,Jones,72,,,,,West Covina (CA),,4de23d54-2169-4b17-b0d0-c47b2edd9f73,30156,7,18929,#sidneyjones-NFL-FA-24,jones,Sidney,,3127299,1996-05-21,sidney,1687890917138,00-0033543,,,sidneyjones,,12206,,,
4084,Tyus Bowser,250,Active,nfl,['LB'],Houston,4084,,11961,True,LB,51,Bowser,75,Questionable,Knee,,,John Tyler (TX),,b36539fa-de45-4cfd-90be-49d14149e64e,30160,8,18930,#tyusbowser-NFL-FA-51,bowser,Tyus,,3040037,1995-05-23,tyus,1732840850885,00-0033283,,,tyusbowser,,,,,
4085,Adam Shaheen,248,Inactive,nfl,['TE'],Ashland,4085,,11898,True,TE,80,Shaheen,79,,,,,Big Walnut (OH),,87171077-4c1c-4b67-b159-2cc6242988e0,30158,6,18931,#adamshaheen-NFL-FA-80,shaheen,Adam,,4198676,1994-10-24,adam,1698723019253,00-0033896,,,adamshaheen,,12283,,,1049770
4086,DeMarcus Walker,280,Active,nfl,"['DL', 'LB']",Florida State,4086,,11950,True,DE,95,Walker,76,,,,,Sandalwood (FL),,e1048910-1b5f-4d91-8702-f5ad06844b24,30164,8,18932,#demarcuswalker-NFL-FA-95,walker,DeMarcus,,3045377,1994-09-30,demarcus,1740199524388,00-0033782,,,demarcuswalker,,,,,
4087,Teez Tabor,201,Active,nfl,['DB'],Florida,4087,,12052,True,DB,36,Tabor,72,,,,,Friendship Collegiate Academy (DC),,6bbffdec-af71-4378-b0cc-e1375643ef57,30166,6,18933,#teeztabor-NFL-FA-36,tabor,Teez,,3115257,1995-12-31,teez,1663272321263,00-0033545,,,teeztabor,,12292,,,820437
4088,Quincy Wilson,206,Active,nfl,['DB'],Florida,4088,,12037,True,CB,36,Wilson,74,,,,,University School (FL),,41ca30bb-890b-4d30-ae2a-2b12eee9423a,30159,5,18934,#quincywilson-NFL-FA-36,wilson,Quincy,,3121660,1996-08-16,quincy,1661808312053,00-0033544,,,quincywilson,,,,,
4089,Gerald Everett,252,Active,nfl,['TE'],South Alabama,4089,,11737,True,TE,14,Everett,75,,,,,Columbia (GA),,ebeceb00-57e0-4b74-9cf7-853da2afed18,30157,8,18935,#geraldeverett-NFL-FA-14,everett,Gerald,,3918639,1994-06-25,gerald,1740182424166,00-0033895,,,geraldeverett,,12284,,,838487
4090,Raekwon McMillan,250,Active,nfl,['LB'],Ohio State,4090,,11977,True,LB,42,McMillan,74,,,,,Liberty County (GA),,8aad56a2-0589-4ebc-99f8-b07c5023fd70,30167,8,18936,#raekwonmcmillan-NFL-FA-42,mcmillan,Raekwon,,3121423,1996-11-17,raekwon,1735448110231,00-0033461,,,raekwonmcmillan,,12271,,,
4091,Marcus Williams,204,Active,nfl,['DB'],Utah,4091,,12199,True,DB,32,Williams,73,,,,,Eastvale Eleanor Roosevelt (CA),,662bf69e-10eb-4c2e-970e-1a13f1c7fa07,30155,8,18937,#marcuswilliams-NFL-FA-32,williams,Marcus,,3122882,1996-09-08,marcus,1742844648761,00-0033894,,,marcuswilliams,,,,,826338
4092,Dalvin Tomlinson,325,Active,nfl,['DL'],Alabama,4092,,11946,True,DT,94,Tomlinson,75,,,,,Henry County (GA),ARI,6371b42c-2783-49e8-8def-ce4d7dc91081,30168,8,18938,#dalvintomlinson-NFL-ARI-94,tomlinson,Dalvin,,2979860,1994-02-28,dalvin,1741845618207,00-0033546,,,dalvintomlinson,NT,,1,,
4093,Marcus Maye,207,Active,nfl,['DB'],Florida,4093,,12001,True,DB,24,Maye,71,Questionable,Ankle,,,Holy Trinity (FL),,dfbbaf35-08d6-4f58-8577-c2e53a492454,30152,8,18939,#marcusmaye-NFL-FA-24,maye,Marcus,,2980110,1993-03-09,marcus,1737606028676,00-0033892,,,marcusmaye,,,,,
4094,Forrest Lamp,310,Inactive,nfl,"['OG', 'OL']",Western Kentucky,4094,,11801,True,OL,77,Lamp,76,Questionable,Undisclosed,,,Venice (FL),,0b699477-6801-4154-ad51-e8352a3bdac4,30151,5,18940,#forrestlamp-NFL-FA-77,lamp,Forrest,,2981439,1994-02-21,forrest,1666740315406,00-0033542,,,forrestlamp,,12230,,,
4095,Malik McDowell,295,Active,nfl,['DL'],Michigan State,4095,,11689,True,DT,58,McDowell,78,,,,,Southfield (MI),,3d78f1f8-958d-4eb4-a238-442aa9f22333,30148,5,18941,#malikmcdowell-NFL-FA-58,mcdowell,Malik,,3134681,1996-06-20,malik,1647352825361,,,,malikmcdowell,,12231,,,838233
4096,Justin Evans,199,Active,nfl,['DB'],Texas A&M,4096,,11988,True,SS,30,Evans,72,Questionable,Knee,,,Stone (MS),,410037b3-d7f2-4188-9d87-53bf51fd31fe,30163,7,18942,#justinevans-NFL-FA-30,evans,Justin,,3895859,1995-08-26,justin,1701819638976,00-0033898,,,justinevans,,,,,865805
4097,Ryan Anderson,253,Active,nfl,"['DL', 'LB']",Alabama,4097,,11956,True,LB,52,Anderson,74,,,,,Daphne (AL),,2afc82df-1048-414d-bef7-1692198cedde,30162,5,18943,#ryananderson-NFL-FA-52,anderson,Ryan,,2976495,1994-08-12,ryan,1669078843531,00-0033525,,,ryananderson,,,,,
4098,Kareem Hunt,216,Active,nfl,['RB'],Toledo,4098,,11739,True,RB,29,Hunt,71,,,,,South (OH),KC,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,30199,8,18944,#kareemhunt-NFL-KC-29,hunt,Kareem,,3059915,1995-08-06,kareem,1741975236076,00-0033923,,,kareemhunt,RB,12295,2,,746613
4099,Duke Riley,227,Active,nfl,['LB'],LSU,4099,,11981,True,LB,45,Riley,73,,,,,John Curtis Christian (LA),,16661483-3da0-4461-ac44-46fddb386e19,30188,8,18945,#dukeriley-NFL-FA-45,riley,Duke,,3042725,1994-08-09,duke,1737140433127,00-0033549,,,dukeriley,,,,,
4100,Tim Williams,252,Active,nfl,['LB'],Alabama,4100,,11952,True,LB,47,Williams,75,,,,,University Lab (LA),,e1677afe-2d03-4e11-b6af-ba3810720799,30191,5,18946,#timwilliams-NFL-FA-47,williams,Tim,,3054862,1993-11-12,tim,1573000817906,00-0033915,,,timwilliams,,,,,
4101,Chris Wormley,300,Active,nfl,['DL'],Michigan,4101,,11955,True,DT,93,Wormley,77,,,,,Whitmer (OH),,9ea97d0c-6af7-46cd-a69f-b61a649e5a28,30187,8,18947,#chriswormley-NFL-FA-93,wormley,Chris,,2977615,1993-10-25,chris,1694472916426,00-0033913,,,chriswormley,,,,,
4102,Dion Dawkins,320,Active,nfl,"['OL', 'OT']",Temple,4102,,11788,True,OT,73,Dawkins,77,,,,,Rahway (NJ),BUF,522a97f7-8cf7-4c50-afe9-1beb6ffadcb2,30176,8,18948,#diondawkins-NFL-BUF-73,dawkins,Dion,,3051324,1994-04-26,dion,1737685811832,00-0033904,,,diondawkins,OL,,,,
4103,Daeshon Hall,265,Active,nfl,"['DL', 'LB']",Texas A&M,4103,,11917,True,DE,96,Hall,77,,,,,Lancaster (TX),,764df188-bced-410b-ac54-84a86ef125a9,30190,5,18949,#daeshonhall-NFL-FA-96,hall,Daeshon,,3051807,1995-06-14,daeshon,1645247416633,00-0033285,,,daeshonhall,,,,,
4104,Taylor Moton,325,Active,nfl,"['OL', 'OT']",Western Michigan,4104,,11812,True,T,72,Moton,77,,,,,Okemos (MI),CAR,cbe71aae-2475-487f-a78d-c1d7f021c097,30177,8,18950,#taylormoton-NFL-CAR-72,moton,Taylor,,2973051,1994-08-18,taylor,1736098537572,00-0033284,,,taylormoton,OL,,,,
4105,Jordan Willis,270,Active,nfl,['DL'],Kansas State,4105,,11953,True,DE,59,Willis,76,,,,,Rockhurst (CA),,92c77d16-f8bf-4716-bcde-6328838f4e65,30186,6,18951,#jordanwillis-NFL-FA-59,willis,Jordan,,3052434,1995-05-02,jordan,1679343032993,00-0033912,,,jordanwillis,,,,,
4106,Larry Ogunjobi,305,Active,nfl,['DL'],Charlotte,4106,,11933,True,DT,99,Ogunjobi,74,Sus,Suspension,,,Ragsdale (NC),BUF,915f567f-ca74-426a-8ed0-123c45f67baa,30178,8,18952,#larryogunjobi-NFL-BUF-99,ogunjobi,Larry,,3050122,1994-06-03,larry,1741986935602,00-0033905,,,larryogunjobi,RDT,,2,,
4107,Chidobe Awuzie,202,Active,nfl,['DB'],Colorado,4107,,12009,True,CB,25,Awuzie,71,Questionable,Ankle,,,Oak Grove (CA),BAL,5e11c306-6387-46ed-8a6d-3ff7a8210ed5,30173,8,18953,#chidobeawuzie-NFL-BAL-25,awuzie,Chidobe,,3052101,1995-05-24,chidobe,1749747653444,00-0033548,,,chidobeawuzie,RCB,,4,,
4108,Carlos Henderson,191,Active,nfl,['WR'],Louisiana Tech,4108,,11859,True,WR,11,Henderson,71,,,,,McDonogh 35 (LA),,7f42a2c7-0728-49f7-b8e2-d08b1a49b886,30195,5,18954,#carloshenderson-NFL-FA-11,henderson,Carlos,,3040561,1994-12-19,carlos,1546976730040,,,,carloshenderson,,12202,,,733840
4109,Josh Jones,210,Inactive,nfl,['DB'],North Carolina State,4109,,11998,True,DB,13,Jones,73,Questionable,Hamstring,,,Walled Lake Western (MI),,8ddd0a30-563c-4fae-a6a8-a19747721924,30174,6,18955,#joshjones-NFL-FA-13,jones,Josh,,3051716,1994-09-20,josh,1670368206858,00-0033903,,,joshjones,,,,,742366
4110,Zach Cunningham,230,Active,nfl,['LB'],Vanderbilt,4110,,11965,True,LB,52,Cunningham,75,,,,,Pinson Valley (AL),DET,8cb76d80-0326-474f-86c8-869a86405777,30170,8,18956,#zachcunningham-NFL-DET-52,cunningham,Zach,,3051750,1994-12-02,zach,1748409313854,00-0033547,,,zachcunningham,LB,,,,
4111,D'Onta Foreman,235,Active,nfl,['RB'],Texas,4111,,11685,True,RB,27,Foreman,72,,,,,Texas City (TX),,02779042-2b4e-4fa9-b598-364fe01b523a,30202,8,18957,#dontaforeman-NFL-FA-27,foreman,D'Onta,,3125116,1996-04-24,donta,1736044831162,00-0033925,,,dontaforeman,,12282,,,835443
4112,Tarell Basham,266,Active,nfl,"['DL', 'LB']",Ohio,4112,,11902,True,DE,52,Basham,76,,,,,Franklin County (VA),,d7068799-55b7-47c2-91d9-0e532957939e,30193,6,18958,#tarellbasham-NFL-FA-52,basham,Tarell,,3052977,1994-03-18,tarell,1680536410211,00-0033917,,,tarellbasham,,,,,
4113,Dawuane Smoot,275,Active,nfl,['DL'],Illinois,4113,,11942,True,DE,58,Smoot,75,,,,,Groveport Madison (OH),JAX,887dc7b2-fb32-4126-be14-509b40424d34,30181,8,18959,#dawuanesmoot-NFL-JAX-58,smoot,Dawuane,,3042476,1995-03-02,dawuane,1749170137914,00-0033907,,,dawuanesmoot,DL,,,,
4114,Tanoh Kpassagnon,289,Active,nfl,"['DL', 'LB']",Villanova,4114,,11924,True,DE,92,Kpassagnon,79,,,,,Wissahickon (PA),,cb43fb1e-9c65-4462-8c05-798d5885b845,30172,8,18960,#tanohkpassagnon-NFL-FA-92,kpassagnon,Tanoh,,2982313,1994-06-14,tanoh,1734651055138,00-0033902,,,tanohkpassagnon,,,,,
4115,Pat Elflein,303,Inactive,nfl,['OL'],Ohio State,4115,,11791,True,G,69,Elflein,74,Questionable,Calf,,,Pickerington North (OH),,f9d87dfe-4a57-482a-a77f-37906daa4382,30183,7,18961,#patelflein-NFL-FA-69,elflein,Pat,,2976295,1994-07-06,pat,1723239953582,00-0033909,,,patelflein,,,,,
4116,Antonio Garcia,302,Inactive,nfl,['OL'],Troy,4116,,11794,False,OT,0,Garcia,79,,,,,Charles Drew (GA),,a2b6e1f9-1f06-45e3-b6e9-79ec8490e5ef,30198,5,18962,#antoniogarcia-NFL-FA-0,garcia,Antonio,,2972820,1993-12-10,antonio,1560221750273,00-0033922,,,antoniogarcia,,12247,,,
4117,Derek Rivers,250,Active,nfl,"['DL', 'LB']",Youngstown State,4117,,11938,True,DE,74,Rivers,77,,,,,Kinston (NC),,7d1d8954-3836-4bbc-9d70-cd85e57c7c69,30196,7,18963,#derekrivers-NFL-FA-74,rivers,Derek,,3049268,1994-05-09,derek,1723679161977,00-0033920,,,derekrivers,,12233,,,
4118,Alex Anzalone,234,Active,nfl,['LB'],Florida,4118,,11957,True,LB,34,Anzalone,75,,,,,Wyomissing (PA),DET,8bb2d40a-6dd2-4108-9810-5def1b45f192,30189,8,18964,#alexanzalone-NFL-DET-34,anzalone,Alex,,3043107,1994-09-22,alex,1747631739429,00-0033914,,,alexanzalone,LOLB,,1,,
4119,ArDarius Stewart,204,Inactive,nfl,['WR'],Alabama,4119,,11720,False,WR,18,Stewart,71,,,,,Fultondale (AL),,20e86fb3-e716-4df3-82d6-f05caa83287e,30192,5,18965,#ardariusstewart-NFL-FA-18,stewart,ArDarius,,3054860,1993-12-08,ardarius,1555007153975,00-0033916,,,ardariusstewart,,12252,,,750855
4120,Obi Melifonwu,224,Active,nfl,['DB'],Connecticut,4120,,12002,True,DB,0,Melifonwu,76,Questionable,Undisclosed,,,Grafton (MA),,3c151ffc-4fd3-4785-96e0-3a257e99706a,30169,5,18966,#obimelifonwu-NFL-FA-0,melifonwu,Obi,,2974247,1994-04-05,obi,1631672406459,00-0033900,,,obimelifonwu,,12259,,,692304
4121,Eddie Vanderdoes,315,Active,nfl,['DL'],UCLA,4121,,11948,True,DT,63,Vanderdoes,75,,,,,Auburn Placer (CA),SF,3618e094-0273-4e99-9641-65cc488128e5,30201,5,18967,#eddievanderdoes-NFL-SF-63,vanderdoes,Eddie,,3047570,1994-10-13,eddie,1629229246609,00-0033924,,,eddievanderdoes,,,,,744687
4122,Dan Feeney,300,Active,nfl,['OL'],Indiana,4122,,11793,True,OL,69,Feeney,76,,,,,Sandburg (IL),,92c2dfb2-6929-4192-94cb-9ae6845dd2f6,30184,8,18968,#danfeeney-NFL-FA-69,feeney,Dan,,2979482,1994-05-29,dan,1710892843159,00-0033910,,,danfeeney,,12257,,,
4123,Ethan Pocic,320,Active,nfl,"['OG', 'OL']",LSU,4123,,11814,True,OL,55,Pocic,78,,,,,Lemont (IL),CLE,736c12de-b7be-4c12-bed2-57856b7c8449,30171,8,18969,#ethanpocic-NFL-CLE-55,pocic,Ethan,,3042738,1995-08-05,ethan,1729439407701,00-0033901,,,ethanpocic,OL,,,,
4124,Ahkello Witherspoon,195,Active,nfl,['DB'],Colorado,4124,,12038,True,CB,4,Witherspoon,74,,,,,Christian Brothers (CA),LAR,a80f1b08-3977-48b6-97e0-5991ca26bfae,30179,8,18970,#ahkellowitherspoon-NFL-LAR-4,witherspoon,Ahkello,,3122630,1995-03-21,ahkello,1742416823912,00-0033783,,,ahkellowitherspoon,LCB,12304,1,,
4125,Taywan Taylor,203,Active,nfl,['WR'],Western Kentucky,4125,,11880,True,WR,0,Taylor,71,,,,,Pleasure Ridge Park (KY),,29972cbe-2912-49df-916b-200eead9a218,30185,5,18971,#taywantaylor-NFL-FA-0,taylor,Taywan,,3059760,1995-03-02,taywan,1659491116931,00-0033911,,,taywantaylor,,12203,,,750698
4126,Fabian Moreau,200,Active,nfl,['DB'],UCLA,4126,,11970,True,CB,23,Moreau,72,,,,,Western (FL),,5ff63fe6-3b33-4f0d-bc51-d5e84d862b08,30194,8,18972,#fabianmoreau-NFL-FA-23,moreau,Fabian,,2971586,1994-04-09,fabian,1736465140192,00-0033918,,,fabianmoreau,,,,,
4127,C.J. Beathard,215,Active,nfl,['QB'],Iowa,4127,,11833,True,QB,19,Beathard,74,,,,,Battle Ground Academy (TN),,6608fdbf-6c93-47cc-ad44-9da2fda598ce,30217,8,18973,#cjbeathard-NFL-FA-19,beathard,C.J.,,2979520,1993-11-16,cj,1733073007803,00-0033936,,,cjbeathard,,12328,,,691784
4128,Chad Williams,204,Active,nfl,['WR'],Grambling State,4128,,12113,True,WR,0,Williams,73,Questionable,Undisclosed,,,Madison Prep (LA),,35c970b1-cd2c-42b8-bcb6-e0b8dbe39423,30211,5,18974,#chadwilliams-NFL-FA-0,williams,Chad,,3066052,1994-10-19,chad,1654805457745,00-0033933,,,chadwilliams,,12343,,,787757
4129,Jourdan Lewis,190,Active,nfl,['DB'],Michigan,4129,,12024,True,CB,2,Lewis,70,,,,,Cass Tech (MI),JAX,7ff68f1d-204c-4d49-9179-ecb2514094dc,30205,8,18975,#jourdanlewis-NFL-JAX-2,lewis,Jourdan,,3045207,1995-08-31,jourdan,1741627208315,00-0033928,,,jourdanlewis,LCB,12315,2,,
4130,Brendan Langley,199,Inactive,nfl,"['DB', 'WR']",Lamar,4130,,12022,False,WR,12,Langley,72,,,,,Kell (GA),,dd50e8ab-518b-44a1-9c71-2bc2af74ee7c,30214,5,18976,#brendanlangley-NFL-FA-12,langley,Brendan,,3043144,1994-10-16,brendan,1577917235531,00-0033552,,,brendanlangley,,,,,734330
4131,Kenny Golladay,213,Active,nfl,['WR'],Northern Illinois,4131,,11857,True,WR,19,Golladay,76,,,,,St. Rita of Cascia (IL),,659d31a3-9c62-4e3d-a0ea-b2e4967d6947,30209,6,18977,#kennygolladay-NFL-FA-19,golladay,Kenny,,2974858,1993-11-03,kenny,1694041547000,00-0033932,,,kennygolladay,,12340,,,697295
4132,Montravius Adams,304,Active,nfl,['DL'],Auburn,4132,,11752,True,DT,57,Adams,76,,,,,Dooly County (GA),,794760c3-b654-48fa-ba3c-3b07fdb4c03e,30206,8,18978,#montraviusadams-NFL-FA-57,adams,Montravius,,3051894,1995-07-24,montravius,1747677943958,00-0033929,,,montraviusadams,,,,,
4133,John Johnson,204,Active,nfl,['DB'],Boston College,4133,,11997,True,DB,43,Johnson,72,,,,,Northwestern (MD),,8c824157-eb33-4378-bf19-6c738a186ceb,30204,8,18979,#johnjohnson-NFL-FA-43,johnson,John,,3046292,1995-12-19,john,1738349105305,00-0033927,,,johnjohnson,,12303,,,
4134,Cordrea Tankersley,200,Active,nfl,['DB'],Clemson,4134,,12033,True,CB,32,Tankersley,73,,,,,Aiken Silver Bluff (SC),,ecd53958-08c3-4ef0-8984-ec68d58deec1,30210,5,18980,#cordreatankersley-NFL-FA-32,tankersley,Cordrea,,3045136,1993-11-19,cordrea,1614971429424,00-0033462,,,cordreatankersley,,,,,653111
4135,Trey Hendrickson,265,Active,nfl,['DL'],Florida Atlantic,4135,,11919,True,DE,91,Hendrickson,76,,,,,Apopka (FL),CIN,41d217b9-ec7b-4d72-8a0a-5f0e3a16b693,30216,8,18981,#treyhendrickson-NFL-CIN-91,hendrickson,Trey,,3052743,1994-12-05,trey,1750043414028,00-0033935,,,treyhendrickson,RDE,,1,,
4136,Rasul Douglas,209,Active,nfl,['DB'],West Virginia,4136,,12013,True,CB,31,Douglas,74,,,,,East Orange (NJ),,ff89ab1d-4c9c-4e8b-943d-6a9305c5793e,30212,8,18982,#rasuldouglas-NFL-FA-31,douglas,Rasul,,3943270,1994-08-29,rasul,1747163151882,00-0033551,,,rasuldouglas,,12277,,,
